7.190282117998609834e+00,1.462838868782045942e+00
9.957188760297547958e+00,-1.280364642991774993e+00
9.957188760297547958e+00,-1.280364642991774993e+00
9.957188760297547958e+00,-1.280364642991774993e+00
9.957188760297547958e+00,-1.280364642991774993e+00
9.957188760297547958e+00,-1.280364642991774993e+00
8.537704871299620635e+00,-2.640078709031603438e-02
8.537704871299620635e+00,-2.640078709031603438e-02
8.537704871299620635e+00,-2.640078709031603438e-02
8.537704871299620635e+00,-2.640078709031603438e-02
8.537704871299620635e+00,-2.640078709031603438e-02
4.867737228428366869e+00,-4.812090290770075218e-01
3.795176761597475412e+00,-6.924461943310921130e-01
3.774622421264682615e+00,-8.913871883305283239e-01
4.156735264289802778e+00,-7.240869203794237929e-01
3.523139485568024032e+00,-1.103129084098527724e+00
3.364872567949080739e+00,-1.225405749032597136e+00
4.441844512988759597e+00,-4.002283573040594788e-01
4.441844512988759597e+00,-4.002283573040594788e-01
4.441844512988759597e+00,-4.002283573040594788e-01
4.441844512988759597e+00,-4.002283573040594788e-01
8.082382687901295881e+00,-4.799050466580187524e-01
8.271673682262882465e+00,-4.153378765666972949e-01
6.919591625023169712e+00,-3.796947724282031977e+00
6.919591625023169712e+00,-3.796947724282031977e+00
6.919591625023169712e+00,-3.796947724282031977e+00
6.919591625023169712e+00,-3.796947724282031977e+00
6.919591625023169712e+00,-3.796947724282031977e+00
7.370617519224166081e+00,2.071539953202478634e-01
7.254267041796539139e+00,3.698271842677914312e-01
