-1.105412639343705195e+01,1.466795062877286782e+00
-1.087294759981752534e+01,1.382094149407755657e+00
-1.069313736750208577e+01,1.469662867307858445e+00
-1.049965000645349811e+01,1.419040331669534361e+00
-1.062087643415862814e+01,1.578113123893261527e+00
-1.075531959596429132e+01,1.726184175229084961e+00
-1.093399280737643586e+01,1.816050094929885894e+00
-1.074746799333945724e+01,1.743880199901068240e+00
-1.054750723934481371e+01,1.747842126439197452e+00
-1.034828615492533643e+01,1.765476170862619876e+00
-1.014945466215533010e+01,1.743888269555386117e+00
-9.952433396564480006e+00,1.709499013893487351e+00
-9.770611634879896812e+00,1.792810759631495721e+00
-9.627630469028531479e+00,1.932654909354621919e+00
-9.586501387324631196e+00,2.128380223604450006e+00
-9.596521211184850131e+00,2.328129073738337329e+00
-9.596921011296823067e+00,2.528128674137614329e+00
-9.564927857580968862e+00,2.725553186585571552e+00
-9.381591512843995062e+00,2.805476804487201381e+00
-9.580998331194043871e+00,2.790084572826053044e+00
-9.399138845888181493e+00,2.873313940264996091e+00
-9.468359774249181626e+00,3.060953123477994975e+00
-9.398449736176910818e+00,3.248336651507365058e+00
-9.249086152270352912e+00,3.381342364928212163e+00
-9.067311173141053615e+00,3.464756134550154965e+00
-9.145417918170959837e+00,3.280638410306036423e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
-9.103677828678195638e+00,3.476234332884029055e+00
